study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
1528,0.00499802770704658,2.8197016260771,1.96472939098769,0.688898043555087,1.00381853599995,1.40289069706079,0.247537705532056,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1529,0.88345801187929,0.146662043295149,1.96472939098769,0.663491547535861,1.63576582649627,0.0723617605985863,0.243434869931305,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1530,9.37818237649909e-05,3.93818932848631,1.96472939098769,0.768476471794546,1.31773509086014,1.94328780138903,0.243489964817573,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1531,0.955807231669,-0.0554436267649809,1.96472939098769,0.377796943953711,0.661827937454465,-0.027135983638714,0.239545421725113,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1532,0.672916658148499,0.422397754290344,1.96472939098769,0.315933179295492,-0.0145936990928109,0.21220773838282,0.252394119776776,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1533,0.135528127924056,1.49507061884053,1.96472939098769,1.01577620808334,1.25326105752267,0.762683068103797,0.260234454864074,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1534,0.00116065035286638,3.26727740240863,1.96472939098769,1.00626058620784,1.90423352272438,1.76127808784575,0.290592128478391,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1535,0.950336754677381,0.0623152268902282,1.96472939098769,0.441547886540549,-0.213394864621336,0.0303668371513604,0.237471097651584,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1536,0.159137757702099,1.41008440471229,1.96472939098769,1.24223303293218,1.1305757617129,0.698089130627798,0.245093353009841,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1537,0.000312237947854289,3.63036616245018,1.96472939098769,1.67864890316006,1.57855885738941,1.83998871037666,0.256879504812723,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1538,0.000771415084108745,3.38370682310657,1.96472939098769,1.84941585966799,1.96599918460313,1.63734634891614,0.234150806079155,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1539,0.0349968012680358,2.11416265194254,1.96472939098769,0.11343249074563,0.381565408252012,1.02888683645263,0.236841841349221,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1540,0.00618671478502088,2.74941603351439,1.96472939098769,0.852949878900424,1.06969468465833,1.38714104837258,0.254542511722969,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1541,0.967325020102649,-0.0409840299048369,1.96472939098769,0.834885125930464,0.29524017543863,-0.0215970847846035,0.277690451690134,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1542,0.738698224218121,0.333763518732611,1.96472939098769,1.76886474114919,1.58746767656705,0.172229993421926,0.266280791555181,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1543,0.248494077091615,1.1553645953287,1.96472939098769,0.0938099090334483,0.435358886818397,0.564696303029023,0.238886594311565,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1544,2.81979170370889e-06,4.73788960391503,1.96472939098769,1.73079431271609,2.13736735773246,2.30967540614025,0.237646829997514,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1545,8.25309554815003e-05,3.96971324762443,1.96472939098769,0.978010057946668,1.69342662672036,1.90593295392344,0.230513818560766,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1546,0.4734497714829,0.717421470591593,1.96472939098769,0.416484676596265,0.490885659281386,0.360989978348905,0.253187086372879,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1547,0.0114501717354531,2.53805142529532,1.96472939098769,0.592278367903979,0.941388999693388,1.2372876460003,0.237651477372283,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1548,0.679377445986042,0.41355535505082,1.96472939098769,0.0553973963665368,-0.146181282534728,0.205471841128866,0.246852384836608,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1549,0.133556913790504,1.50266926051393,1.96472939098769,0.673139208446711,0.605097003944475,0.748491453295702,0.248111495652931,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1550,0.035858350429416,2.10422642801981,1.96472939098769,1.39926269300733,1.03584090159624,1.08675184575398,0.266732436017249,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1551,0.00120498020880123,3.25642257138402,1.96472939098769,0.796920658965339,0.650533036297017,1.62546508638592,0.249157393327485,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1552,0.00225887182044229,3.06977487419538,1.96472939098769,1.5242394084984,1.6859606439689,1.54157234511109,0.252182396333828,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1553,0.757742344895938,0.308616133603594,1.96472939098769,1.51970266659374,0.601980752342775,0.159131978421332,0.26587510372518,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1554,1.57008861041992e-05,4.36150610472305,1.96472939098769,1.32180419500031,1.51095920829135,2.21560517396755,0.258054699152773,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1555,0.0909452011951947,1.69370606314446,1.96472939098769,0.36552884535005,0.562507656305257,0.831867461529052,0.241230484992915,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1556,0.0102802693427576,2.57604468992778,1.96472939098769,1.93641801902923,1.50834505304138,1.3056841023387,0.256903160166806,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1557,0.00329378570810158,2.95315382019631,1.96472939098769,0.903753909999656,1.44806209951855,1.45563143628582,0.242957726663823,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1558,0.0261868130356967,2.2300700049847,1.96472939098769,1.08183157934701,0.328128708828276,1.12913227379296,0.256361408581186,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1559,0.620925990859913,-0.49484691359301,1.96472939098769,0.742703196289282,0.172112570971528,-0.24357860594542,0.2422905910752,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1560,0.00350561198529268,2.93352036130606,1.96472939098769,1.91024985827024,1.98904275499346,1.48744957745264,0.257102495109902,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1561,0.000364928824188629,3.58885018408531,1.96472939098769,1.34823974641531,2.20110425919211,1.83148765366381,0.260433790767926,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1562,0.119158026301433,1.56099864055177,1.96472939098769,1.03896858001808,0.767159485772933,0.785398315649045,0.253148221989675,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1563,0.0591519841021429,1.89138385029622,1.96472939098769,1.66000138006411,1.02341950380187,0.890231827943823,0.221537311866086,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1564,1.96434132875833e-06,4.81396167821133,1.96472939098769,2.11830273230413,1.68453680780892,2.50977332881046,0.27180894324241,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1565,0.0789850746673066,1.76020849953862,1.96472939098769,0.464202847885666,0.867804273532783,0.88509522763437,0.252843486734362,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1566,9.41574210956142e-05,3.93719996485196,1.96472939098769,1.06313762605279,1.47739643105715,1.94934992533309,0.245134629070726,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1567,1.47138593250537e-06,4.87404791028856,1.96472939098769,1.53208804779961,2.2998010776568,2.41090213060977,0.244669353174481,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1568,0.0148906302649028,2.44350962328639,1.96472939098769,0.967188503378059,0.34397678656836,1.20767270502038,0.244270147175601,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1569,0.164243045957381,1.39299006946543,1.96472939098769,-0.0209533862965643,0.0498080569464504,0.723407878553998,0.269693467951724,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1570,7.20863391006437e-05,4.00286232991546,1.96472939098769,1.00765516853973,1.91719688715085,1.91149872897299,0.228037735544321,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1571,0.00128859233941009,3.23691947049762,1.96472939098769,1.28582818249224,1.17246128445763,1.60190165474641,0.244910784855493,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1572,0.00442056259008913,2.85951511505331,1.96472939098769,0.75359961105432,0.60409274834421,1.43125598544431,0.250524289278278,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1573,0.307331533709906,1.02188278224381,1.96472939098769,0.629467635899981,0.86047250314107,0.526113658111687,0.265067809584593,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1574,0.235403090714713,1.18798844828112,1.96472939098769,0.862366122002898,0.579555159413742,0.562583341990473,0.224258700825457,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1575,0.00282657864717901,3.00089690648393,1.96472939098769,1.45486907809438,1.33999477735128,1.44739379346293,0.23263296734608,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1576,1.62360143477399e-06,4.85364747945771,1.96472939098769,1.478016996084,1.62810087256531,2.45540047882278,0.255922348090675,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1577,0.234960465963853,1.18911369441622,1.96472939098769,0.807239834362185,0.686876471071876,0.583901249853002,0.24111934119591,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1578,0.00687780037611805,2.71399259705483,1.96472939098769,0.844240515215238,0.589387440220849,1.34286736510915,0.244821143289253,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1579,0.764967959929311,0.299126639781178,1.96472939098769,1.50768402294172,0.908331911704035,0.153198610869605,0.262300712276373,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1580,0.0289941703624937,2.18989342354856,1.96472939098769,1.16296488682983,0.332335732936497,1.05211050036601,0.230821761655957,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1581,0.0438949409458434,2.02021437122526,1.96472939098769,0.654848482563569,0.868270774041107,1.01460049704152,0.252229122516153,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1582,0.534560186449719,0.621491365094537,1.96472939098769,-0.0419882635110287,-0.407304326473477,0.326258730847469,0.275584055467471,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1583,0.226857218140406,1.20998579684229,1.96472939098769,0.695957437123406,0.515214137882075,0.606084441545032,0.250902926151089,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1584,0.159193441599861,1.40989572847236,1.96472939098769,1.10770196915024,0.317094564090307,0.681235894184631,0.233464609553631,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1585,0.000778548700120179,3.38111993388843,1.96472939098769,0.968617336249766,1.26626120641335,1.70432053316773,0.254086388412492,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1586,0.328325706448565,0.978450446628004,1.96472939098769,0.66241001076738,0.507565993059602,0.461801486650794,0.22275783163045,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1587,0.000221551902452576,3.72034692343312,1.96472939098769,1.61821476390137,0.853099486742365,1.85150376111441,0.247675083166618,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1588,2.11684987581745e-05,4.29319011529533,1.96472939098769,0.840809428407746,2.17262390943959,2.14598215108357,0.249857257878742,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1589,0.334332543012268,-0.966359273385541,1.96472939098769,0.994050351606732,0.739967355259788,-0.467669366243316,0.234207398063,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1590,0.0349270408690012,2.11497632929372,1.96472939098769,1.75647330042708,0.850487113758342,1.08077725265637,0.26113276577334,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1591,0.839279627451651,0.202920828887412,1.96472939098769,0.305658543562117,0.490886726890834,0.106224280027834,0.274027618938243,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1592,0.0410860723724901,-2.04796715357749,1.96472939098769,-0.522335414451577,-0.829465632424902,-1.00669099518054,0.241627518613035,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1593,0.376766578050681,0.884659107425603,1.96472939098769,0.583051514421279,0.876703957121125,0.456791909952145,0.266615197746219,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1594,0.023780138613933,2.26760416898901,1.96472939098769,1.03951019925737,0.888190606107826,1.12025606774591,0.244061972140056,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1595,0.135250637766553,1.49613508507101,1.96472939098769,1.21304477216056,0.806034422769715,0.754428018614978,0.254269344561418,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1596,0.94168096671935,0.0731941301760919,1.96472939098769,1.00915493786096,0.827041172501277,0.0359307621063687,0.240979639064244,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1597,0.034011243558564,2.12578928295429,1.96472939098769,1.00299596266979,0.55974775545638,1.06052296284025,0.248885575044547,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1598,0.262664158116789,1.12138313390747,1.96472939098769,0.195848699718298,0.520965199325207,0.557431787038857,0.247101522333066,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1599,0.208461326053181,1.25943694101122,1.96472939098769,1.26564309460063,0.72631796077771,0.628210384895931,0.248804005396353,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1600,0.0265450407088509,2.22474152941287,1.96472939098769,1.20221515672687,0.333664913053669,1.11789225427025,0.252488016264469,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1601,2.33991900962964e-06,4.77727185391922,1.96472939098769,1.20509448913052,1.50021579105347,2.35494608878827,0.242997623997729,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1602,0.221247632643467,1.22474904825144,1.96472939098769,1.21555670673184,1.1845425466158,0.61690584532089,0.253713484133005,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1603,0.000465208802564156,3.52340241418772,1.96472939098769,1.27571740211959,1.52837950914232,1.74851687288007,0.246272069499804,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1604,0.254862281383747,1.13993010971527,1.96472939098769,0.695376841056778,0.654412195521548,0.57127585631087,0.251151218594749,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1605,0.116942541688836,1.57045757403865,1.96472939098769,1.37788216756967,1.36990603924608,0.745020360556826,0.22505251288741,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1606,0.0238464444108531,2.26652673027411,1.96472939098769,1.48378544142953,1.07828873122054,1.08235572668765,0.228043841398311,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1607,7.16024453890111e-07,5.02118577038825,1.96472939098769,1.62989307236532,1.9978362235716,2.56946809554733,0.261862843979184,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1608,0.0504749043801052,1.96065720587511,1.96472939098769,1.27929361361363,1.39248843122732,1.00907791009737,0.264878103605946,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1609,0.654956089160104,-0.447156501994745,1.96472939098769,0.119906491622078,-0.174141223350426,-0.213521996663999,0.228016430997121,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1610,0.533668061427083,-0.622849352929661,1.96472939098769,0.698604082772746,-0.0885615234048863,-0.316475845806225,0.258175545457767,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1611,0.064873832393469,1.85021268147604,1.96472939098769,1.75068546189914,0.736297230521168,0.949050310482726,0.26310867321094,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1612,0.0125368162261621,2.50574142688463,1.96472939098769,0.932453672199555,1.0196749672631,1.14343625060168,0.208233887483571,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1613,0.937023745133083,0.0790510037084042,1.96472939098769,0.374647705785399,0.558217465641054,0.0414488655433678,0.27492264891277,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1614,3.75635934810234e-06,4.67680292737731,1.96472939098769,1.12121768054328,1.56187071754387,2.29867505753234,0.241577802886809,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1615,0.000646994295537464,3.43282624121794,1.96472939098769,1.72859979915542,1.97031342012633,1.60494775989877,0.218583894318394,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1616,0.326223493614307,-0.982715925788472,1.96472939098769,0.107700073672074,-0.6068879903557,-0.498021454467545,0.256826667264361,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1617,0.234545712041134,-1.19016945398761,1.96472939098769,0.290994492628433,-0.295772507949483,-0.551007258582677,0.214336947009621,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1618,1.41431166345013e-12,7.26822405721399,1.96472939098769,2.1954002871867,3.48186217024799,3.61504344881138,0.24738332883065,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1619,0.00707520745797693,2.70446386078462,1.96472939098769,0.962429232677447,1.12114163481667,1.27722776757938,0.223035676942517,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1620,0.00169293581788821,3.15656082169691,1.96472939098769,1.14707615706102,1.47095879452447,1.59009854336394,0.253758007577508,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1621,0.0784376832249613,1.76344343533139,1.96472939098769,0.310113964050145,-0.0307923771629716,0.870427356123047,0.243636300380331,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1622,0.00658505382333814,2.72858728646882,1.96472939098769,0.692106348183359,1.05519426100032,1.30188238159299,0.227650074584103,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1623,0.463662481348332,0.733394131811415,1.96472939098769,0.488689028657513,0.817764237866801,0.378998133709617,0.267054119364643,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1624,0.00586248094368181,2.76728416798152,1.96472939098769,1.67509068805855,1.49397116890832,1.49258790629333,0.290919156688256,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1625,0.702707283409805,-0.381887637010677,1.96472939098769,1.09332131039276,0.647154955298641,-0.188575253210709,0.243836210927845,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1626,0.992607659278921,0.00926970105728928,1.96472939098769,-0.0301683175507181,0.0891366936246617,0.00466348578239215,0.253098666441625,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1627,0.952171543885864,0.0600101907456426,1.96472939098769,0.514839530626,0.338680390557649,0.0297633292915167,0.245987480407734,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1628,0.0112206509691237,2.54522340993718,1.96472939098769,0.70113883182467,0.612096344773232,1.27509229490842,0.250975555830544,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1629,0.129916024410341,-1.51693620275949,1.96472939098769,0.204497694298351,-0.631010782769042,-0.73632000192095,0.235612628246712,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1630,0.000654346489347568,3.42968825468322,1.96472939098769,1.45509666922999,1.17377841455842,1.66300506455917,0.235113654139238,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1631,0.0265046116583406,2.2253397627878,1.96472939098769,0.563696713982223,0.906913077936987,1.092266629863,0.240915462616404,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1632,0.118453690754662,1.56399066441921,1.96472939098769,1.6374947421361,0.972059082404849,0.780326267589956,0.248933955643216,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1633,0.0198651874285967,2.33640261140291,1.96472939098769,0.927512850498602,0.895463315455249,1.12708189619891,0.232710287104154,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1634,0.0101829195200111,2.57937755251723,1.96472939098769,0.884917683735432,1.31680291635934,1.25333282374054,0.236103809965694,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1635,0.699391200799029,0.386364804611335,1.96472939098769,1.7232418849721,0.860559519752234,0.198077756445734,0.262830826301356,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1636,0.0106837657031284,-2.56252423085772,1.96472939098769,0.5331357781862,-0.42179982788623,-1.31050555331426,0.261542198364743,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1637,0.0151840363835774,2.43637430912795,1.96472939098769,0.831820324304506,0.94205159798398,1.20686835723046,0.24537582836279,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1638,0.0467628685676439,1.99338880685509,1.96472939098769,0.921045401822814,1.50831913416318,1.03502093130212,0.269596490656883,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1639,0.000630708574240195,3.43989731002536,1.96472939098769,2.34066993995702,1.27172422991806,1.72658107102991,0.251931802982259,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1640,0.0489826095500182,-1.97356393683189,1.96472939098769,1.0500115282635,-0.188858556277604,-0.990594915706726,0.251935743694794,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1641,0.00166344882370229,3.16178510130218,1.96472939098769,2.24191613379526,2.11378331639352,1.54176503971072,0.237778010980204,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1642,0.000645431003143535,3.43349775569949,1.96472939098769,0.786784179742198,1.76360121403566,1.68795772444508,0.241684943190381,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1643,0.00266593481789176,3.01899623145711,1.96472939098769,1.11179803504807,1.65284258335577,1.54342147486823,0.261362897108508,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1644,0.092675959883904,1.68467817598542,1.96472939098769,0.745903741680941,1.03948102447949,0.83206779491075,0.243940284672476,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1645,7.28963327504025e-10,6.2818816113235,1.96472939098769,1.10462194214766,1.89547736059822,3.13576478096035,0.249176718031392,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1646,0.0687734979459618,1.82384491794003,1.96472939098769,0.552203877420508,0.913732652381237,0.895191110446339,0.240910487773898,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1647,0.000492652264279866,3.5078030712608,1.96472939098769,0.905767786891546,0.99721649830246,1.87386725821411,0.285369292033815,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1648,0.471699472946904,0.72026438657356,1.96472939098769,1.05157861833544,0.244633035865517,0.363271488439527,0.254377528486655,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1649,0.00567545542990407,2.77800149130089,1.96472939098769,1.26627926800869,1.39926157175715,1.4247030204457,0.263016952232863,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1650,4.15625513931206e-06,4.65509402106635,1.96472939098769,1.74980784221145,1.99260660596034,2.23728581874716,0.230986195371661,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1651,0.684627202315881,0.406394211415767,1.96472939098769,1.30787808682327,0.857868861932307,0.199703370344018,0.24147699467583,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1652,0.267852497654749,1.10925962612908,1.96472939098769,1.13863082363416,0.991028598402017,0.557439613000269,0.252539457136424,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1653,0.0137435559838174,2.47265479892223,1.96472939098769,0.876816619517029,0.894047213840049,1.2257200021644,0.245728521094548,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1654,0.416590882093473,0.813026006205831,1.96472939098769,0.823714881998922,0.95241304101112,0.421842598234979,0.269210497987099,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1655,0.000227560452786979,3.71339495864563,1.96472939098769,0.888326489796066,0.851913915243662,1.84511491455765,0.246890598129556,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1656,0.0022838604070511,3.06642450095417,1.96472939098769,1.00881441734127,1.4312301969559,1.58320041445115,0.266567523442308,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1657,0.0369714612934342,2.0916869483354,1.96472939098769,0.806154795142729,1.00607853141423,1.05945736436432,0.256550931132467,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1658,0.185767526199852,1.32503025550044,1.96472939098769,0.630642743564424,0.440662108104176,0.711211085648359,0.288101450454086,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1659,0.0242904129693075,2.25937885082856,1.96472939098769,0.934234765882188,1.24915478443312,1.07952040509875,0.228288268027007,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1660,0.00218757946205186,3.07952418321555,1.96472939098769,1.43523619674774,0.822771486008265,1.5740209373404,0.261248479880099,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1661,0.207348066505408,-1.26252934974901,1.96472939098769,0.424011536485443,-0.0752376718442152,-0.63721211367184,0.25473292410614,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1662,0.589704939509085,0.539612582374808,1.96472939098769,0.714800565459788,0.439894888761354,0.269945635281677,0.250258296566156,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1663,0.000224744404065518,3.71663136590216,1.96472939098769,0.6928678589831,1.09457046957586,1.88530018489481,0.257313187539331,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1664,5.15461877777843e-07,5.08713789489836,1.96472939098769,2.10959037387556,2.21002474171647,2.59053269633145,0.259317088047057,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1665,0.216708020620529,-1.23689456441444,1.96472939098769,0.272308308209626,-0.0117624501255433,-0.609120655049626,0.242516499529367,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1666,0.17760576149957,1.35006942964813,1.96472939098769,0.780182034327661,0.215543612370027,0.657125266151287,0.236910399471637,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1667,0.00157277270272519,3.1784036762127,1.96472939098769,1.15637841946755,1.35622146848854,1.59289953865723,0.25116473638017,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
