study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
1668,0.00793760096265814,2.66545643234342,1.96472939098769,1.65978171797428,2.72494394491064,1.3014937713237,0.238419082034612,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1669,0.00324043632665048,2.9582802203936,1.96472939098769,1.29252188294483,1.47917858100274,1.44051868485931,0.237115078448104,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1670,0.000617090259762808,3.44594225950841,1.96472939098769,1.32193379086109,1.42697651123318,1.68079540868469,0.237910557090777,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1671,0.0414891403862194,2.0438875615906,1.96472939098769,1.12558157601472,1.85180501013911,1.0128674390741,0.245578995460766,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1672,0.484197800109787,0.700089292868852,1.96472939098769,0.727800472956017,0.512252908315025,0.353573549427445,0.255066055121007,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1673,0.089515798320902,1.701267113993,1.96472939098769,0.479227439094633,0.581216290096643,0.864129631321658,0.257995886098414,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1674,0.485617581077448,0.697815539129348,1.96472939098769,0.83246593257732,0.444676881002161,0.344002849928073,0.243020443276722,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1675,0.522122280958459,0.640529740707899,1.96472939098769,0.93282917908551,1.21483453189919,0.324142688128336,0.256090731065771,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1676,1.36589989221554e-07,5.34669308172929,1.96472939098769,1.61190697091662,2.25741811596463,2.59596073912122,0.235735902394986,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1677,4.15682144428257e-14,7.78144721909189,1.96472939098769,2.21700729147957,2.95644004682732,3.69739504346476,0.225772456000855,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1678,0.240187985969293,1.17591892891542,1.96472939098769,2.11684164673854,1.52021841782015,0.594015024541698,0.255176159591908,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1679,0.332409457691319,0.970214816353713,1.96472939098769,1.32178704061885,1.21099939835987,0.488878419514552,0.253901886844574,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1680,0.662276649176666,-0.43703276240073,1.96472939098769,0.855450228460844,-0.151194334622797,-0.219815476402751,0.252981371010369,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1681,0.368319431779916,-0.900441995557308,1.96472939098769,0.945466875580186,0.169539890219065,-0.459378768583686,0.260273741322394,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1682,2.19927128571672e-05,4.2843908302253,1.96472939098769,1.60221284115056,2.17440715039103,2.22382675468707,0.269416220603836,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1683,0.256795671187469,-1.13529756207701,1.96472939098769,0.294937136390986,-0.1376656688542,-0.584678663391177,0.265225380067158,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1684,0.743307606859988,-0.327658103776372,1.96472939098769,-0.29659889544607,0.175060335709138,-0.154921130195499,0.223552476908978,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1685,0.0711505000415409,1.80837183092238,1.96472939098769,0.916419991088034,0.516739019746643,0.903584147035455,0.249667342652587,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1686,0.35156277279265,0.932434840823622,1.96472939098769,0.582080266680423,0.182768235792438,0.487191654464505,0.273000030180112,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1687,0.000100559585088603,3.92088702965207,1.96472939098769,1.42499026202007,1.39677983497626,1.83914011417128,0.22001939965007,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1688,2.12007034058751e-05,4.29284020516842,1.96472939098769,1.51914077705415,2.01615561963323,2.11578756829979,0.242915191938347,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1689,0.198032476435368,1.28889301992373,1.96472939098769,0.524214801493069,0.597262610661278,0.647512993412963,0.252384820974352,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1690,0.000728968343930655,3.39957633428162,1.96472939098769,0.558023074827477,0.794836261378622,1.61040376362477,0.224398504957166,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1691,0.000785219032556094,3.3787209359362,1.96472939098769,1.77364169168047,1.64338713002268,1.7722804508332,0.275144127705555,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1692,0.922317501737303,-0.0975642330612573,1.96472939098769,0.671821206582942,0.659630973324273,-0.0501628961796384,0.264352812655868,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1693,0.0049691058629491,-2.82159372979014,1.96472939098769,0.328320725464141,-0.819527446889468,-1.40791698718678,0.248980385336029,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1694,1.32652311712453e-06,4.89544913147328,1.96472939098769,1.60916537002737,2.31177430285567,2.39843969356827,0.240033866958609,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1695,0.247754792830407,1.15717426251056,1.96472939098769,0.634938109198075,0.842640613911022,0.588007895381031,0.258207458955198,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1696,0.0622498623046776,1.86870264562206,1.96472939098769,1.45180346001153,1.09530303224056,0.909722603579202,0.236994119652504,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1697,0.293962118284964,1.0505754813548,1.96472939098769,0.942068882564895,1.23259894898614,0.543788748333812,0.267920480071734,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1698,2.51833275162335e-12,7.1816092668702,1.96472939098769,1.69127001504462,2.90560214281321,3.63595651152923,0.256326681553279,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1699,0.000222670154767056,3.71903975463943,1.96472939098769,2.12170604298969,2.51971041466497,1.87993570003237,0.255519676467858,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1700,0.0361402826459693,-2.10101925704206,1.96472939098769,0.218232998636323,-0.612526425434903,-1.0953930310681,0.271819044337505,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1701,0.00145661353091276,3.20103625539093,1.96472939098769,1.64550666368963,0.835667358361659,1.63646768877157,0.261356727432448,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1702,0.00139941558373748,3.21280084529447,1.96472939098769,1.82409100051857,2.18924383455115,1.70026229582906,0.280068482123373,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1703,0.540469144754253,0.612525519431114,1.96472939098769,0.421064052891836,-0.410716528873534,0.301411686454467,0.242142933431053,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1704,0.294490651157751,-1.04942476160525,1.96472939098769,0.456442740106611,0.268406363124846,-0.510717694119699,0.236842258787854,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1705,0.840938115159546,0.200798291319336,1.96472939098769,0.79425734488094,0.61712134918938,0.0997120687531818,0.246589981356501,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1706,2.76426407366328e-08,5.64568059017298,1.96472939098769,2.33502169179698,2.42728390592548,2.91926706521046,0.267371459995163,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1707,0.450271674486761,0.755556435845258,1.96472939098769,0.184477543462091,0.399343983375314,0.393859471002724,0.271736994718735,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1708,5.61222679198351e-05,4.06359019939274,1.96472939098769,1.40368181000827,1.91967054140458,2.09563317651573,0.265956569262569,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1709,0.978441887880555,0.0270359265412505,1.96472939098769,0.636236588014693,0.505272572175645,0.0132413573493122,0.239873624200295,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1710,0.35075227548558,0.93400649368997,1.96472939098769,0.553967972206957,0.186790526779,0.445308513551941,0.227311917256614,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1711,0.0268534703761213,2.22020346137182,1.96472939098769,0.903771771726574,0.704676582647029,1.10486067907843,0.247644954807425,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1712,0.273239341553484,1.09684235255347,1.96472939098769,0.808476104444716,1.46754607246981,0.554570708762742,0.255638011977511,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1713,0.0722422786260989,1.80140703214501,1.96472939098769,1.11348053085228,0.970741253392228,0.855247428347914,0.22540308015144,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1714,3.29982578868219e-05,4.18996347889085,1.96472939098769,0.755912976731534,2.07343073100245,2.00092401191265,0.228055587337095,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1715,0.000686203781798495,3.41646041170971,1.96472939098769,1.34696984675578,1.77595269028639,1.76716737864707,0.267548540749911,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1716,0.0139511316512258,2.46722496391171,1.96472939098769,1.06818478400316,0.854014479375983,1.23000871043251,0.248541475666467,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1717,0.00289207916270969,-2.99378642013414,1.96472939098769,0.204023413788908,-0.687902087163272,-1.52215864235216,0.258510511781297,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1718,0.000854185826446587,3.354971291851,1.96472939098769,1.56680456186903,1.85001020577837,1.65277206356053,0.242688004271851,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1719,0.0011970986583838,3.25832514186138,1.96472939098769,0.32164244211567,0.32875552626899,1.59598362863988,0.239920868659687,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1720,0.0929648258904228,1.68318466103059,1.96472939098769,0.72095154667653,0.308262871455467,0.871765353577268,0.268247498300436,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1721,0.000306670686730304,3.63513053784115,1.96472939098769,2.25181341516613,2.20734835285054,1.75487807363014,0.233052557578064,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1722,7.40523860942278e-08,5.46286746949307,1.96472939098769,1.23961985495728,2.08575445088772,2.73481760123581,0.25061981415038,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1723,0.00368659512027297,2.91758548383535,1.96472939098769,1.31229585364755,1.28652401368442,1.40279184055106,0.231174157303989,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1724,0.00014555656376133,3.82809622808676,1.96472939098769,0.547756974928658,1.49036342360898,1.88802292180771,0.24324775051572,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1725,0.0252772102807603,2.243889491743,1.96472939098769,-0.156830940161611,-0.494607694720917,1.08735756477909,0.234823648207363,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1726,0.126548670155418,1.53041111128583,1.96472939098769,0.586940283510319,1.11086980772035,0.757055901468618,0.244703216631728,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1727,0.00166527740887115,3.1614586508604,1.96472939098769,1.31551585634024,1.2440822613153,1.54758834727292,0.239627076890796,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1728,0.636463265828027,0.472939326422945,1.96472939098769,0.7347724418944,-0.323675928763832,0.243422699371898,0.264917892363291,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1729,0.126020544733437,1.53254978096081,1.96472939098769,-0.0185000705669796,0.670820137098949,0.759754264526604,0.245763346574707,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1730,0.0312232970138228,2.16031968613344,1.96472939098769,0.808135570132276,1.21457909105287,1.14845566343373,0.28261318602495,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1731,0.0527410268510778,1.94165786630299,1.96472939098769,1.26361280547307,1.32925429436959,0.931641402951415,0.23022482326665,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1732,0.258512664166263,1.13120383630923,1.96472939098769,0.50203827871202,0.826114691357629,0.566357118562998,0.250668053415085,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1733,0.658094571066715,0.442810674770145,1.96472939098769,0.996154287046744,0.198754137371822,0.230573077823767,0.271132157568636,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1734,0.33299037212573,0.969048637725959,1.96472939098769,1.29228005814185,0.511840017928383,0.49562182635718,0.261583108714604,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1735,0.141795310252854,1.47146662419159,1.96472939098769,0.550448727447462,0.944102893523749,0.700125681985854,0.226386844286635,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1736,7.83208456592406e-08,5.45231854662763,1.96472939098769,1.76296804474315,2.08035140069798,2.86723030712926,0.276543028645376,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1737,0.112140137960156,1.59145653136635,1.96472939098769,0.722904450946152,0.0854290551089102,0.82534977192103,0.26895926507291,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1738,0.833124440034621,-0.210806349772913,1.96472939098769,1.30756145473855,0.000979058512418751,-0.105521112423937,0.250559772126601,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1739,0.0295426068687636,2.18244012027559,1.96472939098769,1.30503399605351,1.44886196048614,1.08637424782211,0.247784565632897,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1740,0.967155883738793,-0.0411962966092289,1.96472939098769,0.280730695336739,0.27052292845208,-0.0206061000392249,0.250193057874463,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1741,0.000179533491539745,3.77460757935908,1.96472939098769,0.880474525310479,0.787763058583555,1.79558475356971,0.226291480081346,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1742,0.0263517173585108,2.22760933097138,1.96472939098769,0.0501646631925379,0.375114235943518,1.11567818231168,0.250841751068947,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1743,2.40182140161485e-06,4.7717759353668,1.96472939098769,1.21791188399123,1.84952514800772,2.36177415774921,0.24497211249257,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1744,6.2891250358518e-08,5.493522801765,1.96472939098769,1.66762348152214,2.08445197577698,2.75404938507928,0.251328410396612,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1745,0.0199751626652691,-2.33431424619347,1.96472939098769,0.0424256936833006,-0.537691610939247,-1.18167085385553,0.256256214528059,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1746,0.0235163037044164,2.27191742817671,1.96472939098769,0.538664145184936,1.27030342453946,1.2246414359142,0.290557983864711,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1747,0.00379326928835821,2.90852435570761,1.96472939098769,0.384093789760056,0.70312344555233,1.55788922548921,0.286898143276952,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1748,0.0676472172680081,1.83133079039568,1.96472939098769,0.790520034898509,1.41302635980002,0.921199995931502,0.253031307773845,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1749,0.0448779518122304,2.01085695869512,1.96472939098769,0.712618489540196,0.632770507600876,1.05033631468878,0.272831433976528,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1750,0.0451788671473271,2.00802717941532,1.96472939098769,1.32144233046236,1.17451954525958,0.931250069873668,0.215076748858435,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1751,0.0122580748150722,2.51378459132676,1.96472939098769,0.875766100648512,1.18107164332133,1.27002546523448,0.255251755997289,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1752,0.458881114852562,0.741265595693852,1.96472939098769,0.365804493715925,0.807719403351365,0.368026860142238,0.246496833954355,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1753,0.604329325146087,0.518514306984296,1.96472939098769,0.623298239246937,0.756555523669783,0.246161553856415,0.225381861326986,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1754,0.765182805132908,0.298844897727687,1.96472939098769,0.868330979048325,0.557403451733242,0.146560345597255,0.2405145033557,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1755,0.737849556970602,-0.334888984590235,1.96472939098769,0.858296948487134,-0.21980357595279,-0.16241611645516,0.235210398853612,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1756,0.000450742572787261,3.53197533677286,1.96472939098769,1.28214018196481,2.16778899158369,1.70434688029657,0.232852366136978,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1757,0.000239022297964298,3.70059976611202,1.96472939098769,1.34647885213208,1.71990667911974,1.8660755655974,0.254281180183512,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1758,0.122267019465138,1.54795526972326,1.96472939098769,1.16220693787762,0.899432229244144,0.74349504804552,0.230695618700636,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1759,0.0224110980788091,2.29045658953819,1.96472939098769,1.13769918551092,0.76318211624349,1.12260655325276,0.240221025133478,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1760,0.000298614564796472,3.64217068716509,1.96472939098769,1.44823680712074,1.46718578240249,1.85788777652144,0.260206634317907,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1761,0.000556728225616573,3.4743307825816,1.96472939098769,1.95799950717135,1.51967309011956,1.72134243023553,0.245466494019802,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1762,0.636739316467333,0.472552173476277,1.96472939098769,0.69062625717748,0.315907526732986,0.226679903091904,0.230105238915509,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1763,0.141355911436805,1.47309497847106,1.96472939098769,0.834581422934564,1.12885943545875,0.747132433252752,0.257237145216251,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1764,0.0773371256743539,1.77000361848782,1.96472939098769,1.05295152086069,0.906787277857821,0.90026981426155,0.258700381326676,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1765,0.00612435044187507,2.75278606135863,1.96472939098769,0.682726993147269,1.40660155757528,1.31558572456828,0.228398571561832,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1766,1.4739499650981e-05,4.37583763522968,1.96472939098769,1.07400721494926,1.7760122002226,2.2381436636983,0.26160950643371,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1767,0.138032885298674,1.48553781030337,1.96472939098769,0.701236955604309,0.677417855944857,0.72197465822706,0.236198147719906,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1768,0.117483278765778,1.56813599140139,1.96472939098769,0.884423504339451,0.244736902065117,0.766498412246546,0.238921412535532,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1769,0.246432897652688,1.16041955578378,1.96472939098769,0.919249546877528,0.832298711464949,0.583883549827659,0.253175922631524,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1770,0.32950378091738,0.976067849693884,1.96472939098769,1.04505804395447,0.423583120616673,0.488902336334954,0.250890495591546,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1771,0.486108276309343,0.69703053912326,1.96472939098769,1.97995622646855,0.171962306563104,0.342616622732808,0.241609077389518,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1772,0.0712679939616743,1.80761809928706,1.96472939098769,0.68046955315667,0.863426919674062,0.943445720774303,0.272408387590047,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1773,0.0253535174848925,2.24271372646424,1.96472939098769,0.297397179556778,1.12581675177143,1.10932486377918,0.244663853664699,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1774,0.0445360432465514,2.0140917801548,1.96472939098769,0.403951382639588,0.525190573794083,1.07727990746657,0.286087317493602,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1775,0.00228304536647522,3.06653324587832,1.96472939098769,1.05472417109847,1.28470361430672,1.46655829380691,0.228719559376958,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1776,0.0301842473778449,2.17387019303804,1.96472939098769,1.29360529748653,1.41908661146328,1.12129572879564,0.266056038441018,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1777,9.03290552821489e-06,4.48558842091338,1.96472939098769,1.3474832894209,1.26797070829719,2.18598727744436,0.2374960637274,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1778,7.03888039829281e-05,4.008676606704,1.96472939098769,2.07096478276046,1.99693383049879,1.97738027116528,0.243320303884337,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1779,0.021882791922633,2.29960175741414,1.96472939098769,1.62662837705285,0.898211235996662,1.21885006995084,0.280928182470239,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1780,0.465571670881201,0.730263762696702,1.96472939098769,0.990024230467066,1.19186270941107,0.349182874059007,0.228636924428043,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1781,0.0315199041306849,2.15652282660541,1.96472939098769,0.591605857755408,0.269714995351499,1.08456775186759,0.252932860328616,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1782,2.92257635519621e-07,5.19935593827962,1.96472939098769,1.81650236312946,2.55025718968533,2.60690889828373,0.251392669696036,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1783,0.00424635070361118,2.87245644216019,1.96472939098769,0.921412633886291,1.87310001992816,1.50364196514613,0.274019817223596,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1784,0.00127224022953753,3.24063964473096,1.96472939098769,0.708149841465484,0.067468035910957,1.66708483533304,0.264639044935169,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
